,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
50,NASDAQ:ALTS,ALTS,ALT5 Sigma Corporation,janone,delayed_streaming_900,stock,['common'],,6.035,100,1,false,0,USD,-13.538681948424072,375235,,-0.429,86.70756646216769,0.0,Industrial services,Industrial Services,america,1.0,1.5249618083904903
51,NYSE:WHR,WHR,Whirlpool Corporation,whirlpool,delayed_streaming_900,stock,['common'],,84.76,100,1,false,0,USD,-13.43070166479419,14680145,,-2.6882,-127.82815734989647,7.14942293943417,Consumer durables,Consumer Durables,america,2.0,8.379875049762152
52,NASDAQ:PDYN,PDYN,Palladyne AI Corp.,sarcos-technology-and-robotics,delayed_streaming_900,stock,['common'],,8.51,100,1,false,0,USD,-13.340122199592672,3556188,,-1.8738,52.43800289362134,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.8083307307187172
53,NASDAQ:MSW,MSW,Ming Shing Group Holdings Limited,ming-shing-limited,delayed_streaming_900,stock,['common'],,2.48,100,1,false,0,USD,-13.268517870882002,104633,,,,0.0,Industrial services,Industrial Services,america,,0.41336510157633644
54,NASDAQ:PXLW,PXLW,"Pixelworks, Inc.",pixelworks,delayed_streaming_900,stock,['common'],,10.63,100,1,false,0,USD,-13.118103800572117,128401,,-6.382,-37.783630907403,0.0,Electronic technology,Electronic Technology,america,1.0,0.7511189186311725
55,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,delayed_streaming_900,stock,['common'],,23.69,100,1,false,0,USD,-13.096111518708732,3882934,66.73239436619718,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,1.5114974437430593
56,NASDAQ:BULL,BULL,Webull Corporation,webull,delayed_streaming_900,stock,['common'],,13.69,100,1,false,0,USD,-12.913486005089064,23937476,88.49385908209437,0.1547,-2.397476340694005,0.0,Technology services,Technology Services,america,,0.9982237625049831
57,NASDAQ:AMTX,AMTX,"Aemetis, Inc",aemetis,delayed_streaming_900,stock,['common'],,2.84,100,1,false,0,USD,-12.883435582822084,1143363,,-1.8582,-67.43557397729323,0.0,Process industries,Process Industries,america,1.5,1.3531653305787839
58,NASDAQ:XAGE,XAGE,"Longevity Health Holdings, Inc.",carmell-therapeutics,delayed_streaming_900,stock,['common'],,3.41,100,1,false,0,USD,-12.787723785166241,77711,,-11.5995,-684.1516845444932,0.0,Finance,Finance,america,,0.007236247323910291
59,NASDAQ:EDIT,EDIT,"Editas Medicine, Inc.",editas-medicine,delayed_streaming_900,stock,['common'],,2.59,100,1,false,0,USD,-12.500000000000004,3819642,,-3.0428,-44.695420609634326,0.0,Health technology,Health Technology,america,1.785714,1.5221167758688563
60,NASDAQ:LITM,LITM,Snow Lake Resources Ltd.,snow-lake-resources-ltd,delayed_streaming_900,stock,['common'],,3.88,100,1,false,0,USD,-12.41534988713318,545134,,,,0.0,Process industries,Process Industries,america,,0.9844184104196294
61,NASDAQ:OPEN,OPEN,Opendoor Technologies Inc,opendoor,delayed_streaming_900,stock,['common'],,2.05,100,1,false,0,USD,-12.393162393162395,237101340,,-0.5185,-23.27627199239182,0.0,Finance,Finance,america,2.05,0.39441652326712784
